
  ZVR, 2.05

  stimulus-start        ; stimulus-stop       ; stimulus-unit       ; nof-points; parameter-type; impedance-ohm
  9.00000000000E+03     ; 1.00000000000E+08   ; Hz                  ; 2001      ; S11           ; 50        

  conversion            ; time-domain         ; data-format         ; param-unit; smoothing     ; trace-math
  S                     ; none                ; RI                  ; none      ; none          ; none

  sweep-mode-type       ; notlinear-meas-mode 
  FUNDAMENTAL           ; none                


  freq              ;  reS11        ; imS11         
   2.06212470888E+04;  0.967441     ; 0.216219     
   2.07175218163E+04;  0.967943     ; 0.215397     
   2.08142460231E+04;  0.968218     ; 0.214326     
   2.09114218076E+04;  0.968712     ; 0.213492     
   2.10090512782E+04;  0.968978     ; 0.212472     
   2.11071365529E+04;  0.969366     ; 0.211452     
   2.12056797599E+04;  0.969719     ; 0.210582     
   2.13046830370E+04;  0.969532     ; 0.210107     
   2.14041485322E+04;  0.969771     ; 0.209223     
   2.15040784035E+04;  0.970569     ; 0.207777     
   2.16044748189E+04;  0.970848     ; 0.20681      
   2.17053399565E+04;  0.971134     ; 0.20564      
   2.18066760047E+04;  0.971577     ; 0.20484      
   2.19084851621E+04;  0.971756     ; 0.204058     
   2.20107696374E+04;  0.972094     ; 0.202916     
   2.21135316497E+04;  0.972477     ; 0.201992     
   2.22167734287E+04;  0.972877     ; 0.200953     
   2.23204972141E+04;  0.973048     ; 0.20012      
   2.24247052562E+04;  0.973273     ; 0.199029     
   2.25293998161E+04;  0.973693     ; 0.198593     
   2.26345831650E+04;  0.973844     ; 0.197616     
   2.27402575850E+04;  0.974012     ; 0.196378     
   2.28464253688E+04;  0.974604     ; 0.195708     
   2.29530888197E+04;  0.974967     ; 0.194517     
   2.30602502519E+04;  0.975299     ; 0.193573     
   2.31679119902E+04;  0.975448     ; 0.192806     
   2.32760763706E+04;  0.975957     ; 0.191956     
   2.33847457396E+04;  0.975976     ; 0.191037     
   2.34939224549E+04;  0.976232     ; 0.190046     
   2.36036088852E+04;  0.976503     ; 0.189179     
   2.37138074102E+04;  0.976786     ; 0.188353     
   2.38245204208E+04;  0.977053     ; 0.187229     
   2.39357503188E+04;  0.977212     ; 0.186832     
   2.40474995175E+04;  0.97747      ; 0.185873     
   2.41597704414E+04;  0.978208     ; 0.184675     
   2.42725655263E+04;  0.977935     ; 0.182966     
   2.43858872193E+04;  0.977923     ; 0.183085     
   2.44997379790E+04;  0.978424     ; 0.182293     
   2.46141202754E+04;  0.978487     ; 0.180775     
   2.47290365902E+04;  0.979436     ; 0.180063     
   2.48444894165E+04;  0.97913      ; 0.179878     
   2.49604812592E+04;  0.979477     ; 0.178809     
   2.50770146347E+04;  0.980027     ; 0.177489     
   2.51940920714E+04;  0.980271     ; 0.177027     
   2.53117161092E+04;  0.980323     ; 0.175874     
   2.54298893002E+04;  0.980523     ; 0.175203     
   2.55486142082E+04;  0.98069      ; 0.174221     
   2.56678934089E+04;  0.98082      ; 0.17315      
   2.57877294902E+04;  0.981008     ; 0.172315     
   2.59081250521E+04;  0.981518     ; 0.171766     
   2.60290827065E+04;  0.981648     ; 0.170816     
   2.61506050777E+04;  0.981814     ; 0.169912     
   2.62726948023E+04;  0.981989     ; 0.169431     
   2.63953545290E+04;  0.982218     ; 0.168526     
   2.65185869190E+04;  0.982695     ; 0.167784     
   2.66423946460E+04;  0.982755     ; 0.16683      
   2.67667803959E+04;  0.9832       ; 0.165795     
   2.68917468675E+04;  0.983268     ; 0.165289     
   2.70172967719E+04;  0.9833       ; 0.164224     
   2.71434328331E+04;  0.983749     ; 0.163623     
   2.72701577876E+04;  0.983974     ; 0.162527     
   2.73974743848E+04;  0.984048     ; 0.162091     
   2.75253853869E+04;  0.984163     ; 0.16094      
   2.76538935691E+04;  0.984485     ; 0.160254     
   2.77830017193E+04;  0.984753     ; 0.159384     
   2.79127126387E+04;  0.98475      ; 0.158523     
   2.80430291415E+04;  0.984941     ; 0.157649     
   2.81739540548E+04;  0.985502     ; 0.157053     
   2.83054902193E+04;  0.985448     ; 0.156266     
   2.84376404886E+04;  0.98576      ; 0.155456     
   2.85704077300E+04;  0.985969     ; 0.154749     
   2.87037948237E+04;  0.986261     ; 0.154102     
   2.88378046638E+04;  0.986217     ; 0.153334     
   2.89724401576E+04;  0.986342     ; 0.152413     
   2.91077042262E+04;  0.986682     ; 0.151636     
   2.92435998042E+04;  0.986976     ; 0.150988     
   2.93801298399E+04;  0.987087     ; 0.150174     
   2.95172972955E+04;  0.987318     ; 0.149478     
   2.96551051468E+04;  0.987405     ; 0.148745     
   2.97935563837E+04;  0.987795     ; 0.147764     
   2.99326540101E+04;  0.987793     ; 0.147167     
   3.00724010436E+04;  0.987914     ; 0.146261     
   3.02128005161E+04;  0.988208     ; 0.145612     
   3.03538554739E+04;  0.988125     ; 0.144806     
   3.04955689770E+04;  0.988566     ; 0.14401      
   3.06379441001E+04;  0.988757     ; 0.143328     
   3.07809839321E+04;  0.989958     ; 0.142846     
   3.09246915763E+04;  0.989901     ; 0.142035     
   3.10690701505E+04;  0.989291     ; 0.141284     
   3.12141227872E+04;  0.989221     ; 0.140371     
   3.13598526333E+04;  0.98958      ; 0.13979      
   3.15062628506E+04;  0.990545     ; 0.139055     
   3.16533566154E+04;  0.98975      ; 0.138566     
   3.18011371191E+04;  0.989873     ; 0.137708     
   3.19496075679E+04;  0.990251     ; 0.136932     
   3.20987711829E+04;  0.991219     ; 0.13615      
   3.22486312004E+04;  0.991488     ; 0.135563     
   3.23991908715E+04;  0.991496     ; 0.134943     
   3.25504534629E+04;  0.990556     ; 0.13415      
   3.27024222562E+04;  0.99075      ; 0.133446     
   3.28551005485E+04;  0.992135     ; 0.132774     
   3.30084916523E+04;  0.99117      ; 0.132052     
   3.31625988954E+04;  0.991273     ; 0.131216     
   3.33174256213E+04;  0.99167      ; 0.130652     
   3.34729751891E+04;  0.992621     ; 0.129952     
   3.36292509735E+04;  0.991779     ; 0.129433     
   3.37862563651E+04;  0.991818     ; 0.128595     
   3.39439947700E+04;  0.992154     ; 0.127982     
   3.41024696107E+04;  0.993075     ; 0.127339     
   3.42616843252E+04;  0.993294     ; 0.126581     
   3.44216423679E+04;  0.993281     ; 0.125941     
   3.45823472091E+04;  0.993528     ; 0.125464     
   3.47438023354E+04;  0.993475     ; 0.124556     
   3.49060112497E+04;  0.992941     ; 0.123941     
   3.50689774712E+04;  0.992981     ; 0.122999     
   3.52327045355E+04;  0.99325      ; 0.122631     
   3.53971959949E+04;  0.993129     ; 0.121965     
   3.55624554180E+04;  0.994252     ; 0.121567     
   3.57284863903E+04;  0.99444      ; 0.120732     
   3.58952925139E+04;  0.994495     ; 0.119888     
   3.60628774078E+04;  0.994732     ; 0.11937      
   3.62312447078E+04;  0.994936     ; 0.11868      
   3.64003980667E+04;  0.993929     ; 0.118147     
   3.65703411545E+04;  0.994945     ; 0.117461     
   3.67410776581E+04;  0.995145     ; 0.116989     
   3.69126112819E+04;  0.995329     ; 0.116125     
   3.70849457472E+04;  0.99544      ; 0.115579     
   3.72580847931E+04;  0.995545     ; 0.114848     
   3.74320321758E+04;  0.995743     ; 0.11442      
   3.76067916693E+04;  0.994824     ; 0.113691     
   3.77823670651E+04;  0.995843     ; 0.113155     
   3.79587621724E+04;  0.995902     ; 0.112412     
   3.81359808182E+04;  0.996359     ; 0.111682     
   3.83140268474E+04;  0.996152     ; 0.111164     
   3.84929041228E+04;  0.996324     ; 0.110553     
   3.86726165251E+04;  0.995361     ; 0.109664     
   3.88531679535E+04;  0.996623     ; 0.109474     
   3.90345623251E+04;  0.996533     ; 0.108684     
   3.92168035753E+04;  0.996681     ; 0.108179     
   3.93998956580E+04;  0.996911     ; 0.107443     
   3.95838425455E+04;  0.996943     ; 0.106991     
   3.97686482285E+04;  0.997047     ; 0.106476     
   3.99543167167E+04;  0.997112     ; 0.105685     
   4.01408520381E+04;  0.997365     ; 0.105266     
   4.03282582398E+04;  0.99642      ; 0.104555     
   4.05165393876E+04;  0.996855     ; 0.1039       
   4.07056995665E+04;  0.997799     ; 0.10338      
   4.08957428804E+04;  0.997597     ; 0.103014     
   4.10866734523E+04;  0.997699     ; 0.10241      
   4.12784954247E+04;  0.997721     ; 0.101873     
   4.14712129592E+04;  0.998032     ; 0.100952     
   4.16648302370E+04;  0.998182     ; 0.100563     
   4.18593514587E+04;  0.998009     ; 0.100018     
   4.20547808446E+04;  0.998264     ; 0.0994632    
   4.22511226346E+04;  0.998338     ; 0.0988534    
   4.24483810885E+04;  0.998554     ; 0.0983636    
   4.26465604859E+04;  0.998393     ; 0.0976793    
   4.28456651264E+04;  0.998815     ; 0.0969436    
   4.30456993298E+04;  0.998627     ; 0.0966121    
   4.32466674358E+04;  0.99767      ; 0.0960034    
   4.34485738047E+04;  0.99893      ; 0.0955455    
   4.36514228170E+04;  0.998976     ; 0.0950255    
   4.38552188734E+04;  0.999182     ; 0.0944474    
   4.40599663956E+04;  0.999073     ; 0.0936512    
   4.42656698256E+04;  0.999357     ; 0.0932938    
   4.44723336264E+04;  0.999348     ; 0.0925812    
   4.46799622815E+04;  0.999487     ; 0.0922181    
   4.48885602957E+04;  0.999347     ; 0.0917089    
   4.50981321946E+04;  0.999694     ; 0.0912547    
   4.53086825250E+04;  0.999573     ; 0.0905152    
   4.55202158548E+04;  0.999602     ; 0.0900347    
   4.57327367735E+04;  0.999879     ; 0.0893912    
   4.59462498919E+04;  0.999832     ; 0.0891165    
   4.61607598421E+04;  0.998739     ; 0.0883063    
   4.63762712782E+04;  0.998794     ; 0.0879584    
   4.65927888758E+04;  0.999089     ; 0.0871899    
   4.68103173324E+04;  1.00021      ; 0.0867329    
   4.70288613674E+04;  1.00012      ; 0.0862519    
   4.72484257222E+04;  1.0004       ; 0.0859367    
   4.74690151604E+04;  1.00031      ; 0.0854113    
   4.76906344678E+04;  1.00034      ; 0.0848468    
   4.79132884527E+04;  1.00052      ; 0.0843642    
   4.81369819455E+04;  1.0006       ; 0.0835847    
   4.83617197996E+04;  1.00071      ; 0.083044     
   4.85875068907E+04;  1.00059      ; 0.0825596    
