
  ZVR, 2.05

  stimulus-start        ; stimulus-stop       ; stimulus-unit       ; nof-points; parameter-type; impedance-ohm
  9.00000000000E+03     ; 1.00000000000E+08   ; Hz                  ; 2001      ; S11           ; 50        

  conversion            ; time-domain         ; data-format         ; param-unit; smoothing     ; trace-math
  S                     ; none                ; RI                  ; none      ; none          ; none

  sweep-mode-type       ; notlinear-meas-mode 
  FUNDAMENTAL           ; none                


  freq              ;  reS11        ; imS11         
   3.72580847931E+04; -0.658626     ; 0.190942     
   3.74320321758E+04; -0.65912      ; 0.191931     
   3.76067916693E+04; -0.658762     ; 0.192716     
   3.77823670651E+04; -0.658628     ; 0.193808     
   3.79587621724E+04; -0.658278     ; 0.194656     
   3.81359808182E+04; -0.658218     ; 0.195333     
   3.83140268474E+04; -0.657687     ; 0.196442     
   3.84929041228E+04; -0.657454     ; 0.197221     
   3.86726165251E+04; -0.657149     ; 0.198363     
   3.88531679535E+04; -0.657005     ; 0.199063     
   3.90345623251E+04; -0.656582     ; 0.200215     
   3.92168035753E+04; -0.656494     ; 0.20093      
   3.93998956580E+04; -0.656105     ; 0.202109     
   3.95838425455E+04; -0.655762     ; 0.202867     
   3.97686482285E+04; -0.655289     ; 0.203818     
   3.99543167167E+04; -0.655105     ; 0.204852     
   4.01408520381E+04; -0.655077     ; 0.205869     
   4.03282582398E+04; -0.654535     ; 0.206655     
   4.05165393876E+04; -0.654339     ; 0.207625     
   4.07056995665E+04; -0.653998     ; 0.208549     
   4.08957428804E+04; -0.653713     ; 0.209396     
   4.10866734523E+04; -0.653222     ; 0.210531     
   4.12784954247E+04; -0.652964     ; 0.211449     
   4.14712129592E+04; -0.652321     ; 0.212241     
   4.16648302370E+04; -0.652053     ; 0.213177     
   4.18593514587E+04; -0.651734     ; 0.21437      
   4.20547808446E+04; -0.65155      ; 0.215183     
   4.22511226346E+04; -0.651103     ; 0.216373     
   4.24483810885E+04; -0.650912     ; 0.217186     
   4.26465604859E+04; -0.650398     ; 0.218334     
   4.28456651264E+04; -0.64969      ; 0.219092     
   4.30456993298E+04; -0.649748     ; 0.220417     
   4.32466674358E+04; -0.649378     ; 0.221271     
   4.34485738047E+04; -0.648914     ; 0.222207     
   4.36514228170E+04; -0.648615     ; 0.223329     
   4.38552188734E+04; -0.648327     ; 0.224394     
   4.40599663956E+04; -0.647917     ; 0.225327     
   4.42656698256E+04; -0.647524     ; 0.226353     
   4.44723336264E+04; -0.647399     ; 0.22741      
   4.46799622815E+04; -0.647252     ; 0.228513     
   4.48885602957E+04; -0.64669      ; 0.229623     
   4.50981321946E+04; -0.646253     ; 0.230358     
   4.53086825250E+04; -0.645723     ; 0.231481     
   4.55202158548E+04; -0.645392     ; 0.232441     
   4.57327367735E+04; -0.644969     ; 0.233597     
   4.59462498919E+04; -0.64459      ; 0.234563     
   4.61607598421E+04; -0.64425      ; 0.235873     
   4.63762712782E+04; -0.64389      ; 0.236857     
   4.65927888758E+04; -0.643503     ; 0.237913     
   4.68103173324E+04; -0.643061     ; 0.238767     
   4.70288613674E+04; -0.642685     ; 0.240107     
   4.72484257222E+04; -0.642182     ; 0.241075     
   4.74690151604E+04; -0.641659     ; 0.242271     
   4.76906344678E+04; -0.641344     ; 0.243301     
   4.79132884527E+04; -0.640875     ; 0.244361     
   4.81369819455E+04; -0.640493     ; 0.245425     
   4.83617197996E+04; -0.640051     ; 0.246684     
   4.85875068907E+04; -0.63969      ; 0.247759     
   4.88143481173E+04; -0.639566     ; 0.248393     
   4.90422484011E+04; -0.63899      ; 0.249788     
   4.92712126863E+04; -0.638129     ; 0.250514     
   4.95012459405E+04; -0.637219     ; 0.251828     
   4.97323531545E+04; -0.637465     ; 0.253067     
   4.99645393422E+04; -0.637042     ; 0.254533     
   5.01978095410E+04; -0.636323     ; 0.255461     
   5.04321688120E+04; -0.63638      ; 0.256493     
   5.06676222396E+04; -0.635186     ; 0.25808      
   5.09041749322E+04; -0.635758     ; 0.259152     
   5.11418320219E+04; -0.634399     ; 0.260077     
   5.13805986649E+04; -0.634686     ; 0.260923     
   5.16204800412E+04; -0.633587     ; 0.262374     
   5.18614813554E+04; -0.633079     ; 0.263245     
   5.21036078361E+04; -0.632667     ; 0.264452     
   5.23468647363E+04; -0.63208      ; 0.266145     
   5.25912573337E+04; -0.63158      ; 0.266592     
   5.28367909305E+04; -0.630943     ; 0.268393     
   5.30834708537E+04; -0.631251     ; 0.269655     
   5.33313024551E+04; -0.63017      ; 0.270682     
   5.35802911117E+04; -0.629537     ; 0.271703     
   5.38304422254E+04; -0.628801     ; 0.273238     
   5.40817612234E+04; -0.62839      ; 0.274148     
   5.43342535582E+04; -0.628444     ; 0.275258     
